Color_field,Retribuzione mensile netta,Ateneo,Gruppo disciplinare,Tipo di corso,Numero di laureati,Tasso di occupazione
Ingegneria industriale e dell'informazione,1289.0,*,Ingegneria industriale e dell'informazione,Laurea di primo livello,20859,33.6
Ingegneria industriale e dell'informazione,1142.0,Bari Politecnico,Ingegneria industriale e dell'informazione,Laurea di primo livello,924,28.6
Ingegneria industriale e dell'informazione,1018.0,Basilicata,Ingegneria industriale e dell'informazione,Laurea di primo livello,36,29.2
Ingegneria industriale e dell'informazione,1258.0,Bergamo,Ingegneria industriale e dell'informazione,Laurea di primo livello,308,51.7
Ingegneria industriale e dell'informazione,1174.0,Bologna,Ingegneria industriale e dell'informazione,Laurea di primo livello,1310,31.0
Ingegneria industriale e dell'informazione,1773.0,Bolzano,Ingegneria industriale e dell'informazione,Laurea di primo livello,32,50.0
Ingegneria industriale e dell'informazione,1237.0,Brescia,Ingegneria industriale e dell'informazione,Laurea di primo livello,449,40.0
Ingegneria industriale e dell'informazione,1349.0,Cagliari,Ingegneria industriale e dell'informazione,Laurea di primo livello,268,26.4
Ingegneria industriale e dell'informazione,1195.0,Calabria,Ingegneria industriale e dell'informazione,Laurea di primo livello,414,25.5
Ingegneria industriale e dell'informazione,1038.0,Campania Luigi Vanvitelli,Ingegneria industriale e dell'informazione,Laurea di primo livello,101,32.4
Ingegneria industriale e dell'informazione,1312.0,Cassino e Lazio Meridionale,Ingegneria industriale e dell'informazione,Laurea di primo livello,112,37.5
Ingegneria industriale e dell'informazione,1249.0,Catania,Ingegneria industriale e dell'informazione,Laurea di primo livello,314,31.5
Ingegneria industriale e dell'informazione,1296.0,Catanzaro,Ingegneria industriale e dell'informazione,Laurea di primo livello,54,27.1
Ingegneria industriale e dell'informazione,1025.0,Chieti e Pescara,Ingegneria industriale e dell'informazione,Laurea di primo livello,66,19.0
Ingegneria industriale e dell'informazione,1366.0,Enna Kore,Ingegneria industriale e dell'informazione,Laurea di primo livello,59,38.5
Ingegneria industriale e dell'informazione,1125.0,Ferrara,Ingegneria industriale e dell'informazione,Laurea di primo livello,178,35.3
Ingegneria industriale e dell'informazione,1282.0,Firenze,Ingegneria industriale e dell'informazione,Laurea di primo livello,522,36.0
Ingegneria industriale e dell'informazione,1542.0,Foggia,Ingegneria industriale e dell'informazione,Laurea di primo livello,31,28.6
Ingegneria industriale e dell'informazione,1093.0,Genova,Ingegneria industriale e dell'informazione,Laurea di primo livello,477,31.4
Ingegneria industriale e dell'informazione,2216.0,Giustino Fortunato - telematica,Ingegneria industriale e dell'informazione,Laurea di primo livello,13,100.0
Ingegneria industriale e dell'informazione,1415.0,LIUC Carlo Cattaneo,Ingegneria industriale e dell'informazione,Laurea di primo livello,107,39.4
Ingegneria industriale e dell'informazione,1326.0,LUM Giuseppe Degennaro,Ingegneria industriale e dell'informazione,Laurea di primo livello,18,33.3
Ingegneria industriale e dell'informazione,1285.0,L’Aquila,Ingegneria industriale e dell'informazione,Laurea di primo livello,188,22.9
Ingegneria industriale e dell'informazione,1346.0,Marche Politecnica,Ingegneria industriale e dell'informazione,Laurea di primo livello,495,25.0
Ingegneria industriale e dell'informazione,1226.0,Messina,Ingegneria industriale e dell'informazione,Laurea di primo livello,97,32.4
Ingegneria industriale e dell'informazione,1351.0,Modena e Reggio Emilia,Ingegneria industriale e dell'informazione,Laurea di primo livello,764,41.3
Ingegneria industriale e dell'informazione,751.0,Molise,Ingegneria industriale e dell'informazione,Laurea di primo livello,26,20.0
Ingegneria industriale e dell'informazione,1077.0,Napoli Federico II,Ingegneria industriale e dell'informazione,Laurea di primo livello,1490,25.0
Ingegneria industriale e dell'informazione,1395.0,Napoli Parthenope,Ingegneria industriale e dell'informazione,Laurea di primo livello,75,32.8
Ingegneria industriale e dell'informazione,1132.0,Padova,Ingegneria industriale e dell'informazione,Laurea di primo livello,1588,38.4
Ingegneria industriale e dell'informazione,1143.0,Palermo,Ingegneria industriale e dell'informazione,Laurea di primo livello,760,21.0
Ingegneria industriale e dell'informazione,1278.0,Parma,Ingegneria industriale e dell'informazione,Laurea di primo livello,430,41.2
Ingegneria industriale e dell'informazione,1483.0,Pavia,Ingegneria industriale e dell'informazione,Laurea di primo livello,282,45.4
Ingegneria industriale e dell'informazione,1365.0,Perugia,Ingegneria industriale e dell'informazione,Laurea di primo livello,145,32.3
Ingegneria industriale e dell'informazione,1190.0,Pisa,Ingegneria industriale e dell'informazione,Laurea di primo livello,718,28.6
Ingegneria industriale e dell'informazione,1260.0,Reggio Calabria Mediterranea,Ingegneria industriale e dell'informazione,Laurea di primo livello,68,32.1
Ingegneria industriale e dell'informazione,505.0,Roma Campus Bio-Medico,Ingegneria industriale e dell'informazione,Laurea di primo livello,96,16.4
Ingegneria industriale e dell'informazione,1015.0,Roma Sapienza,Ingegneria industriale e dell'informazione,Laurea di primo livello,1332,25.0
Ingegneria industriale e dell'informazione,1023.0,Roma Tor Vergata,Ingegneria industriale e dell'informazione,Laurea di primo livello,364,33.3
Ingegneria industriale e dell'informazione,1247.0,Roma Tre,Ingegneria industriale e dell'informazione,Laurea di primo livello,315,44.4
Ingegneria industriale e dell'informazione,1265.0,Salento,Ingegneria industriale e dell'informazione,Laurea di primo livello,265,24.7
Ingegneria industriale e dell'informazione,1058.0,Salerno,Ingegneria industriale e dell'informazione,Laurea di primo livello,511,24.4
Ingegneria industriale e dell'informazione,1381.0,Sannio,Ingegneria industriale e dell'informazione,Laurea di primo livello,115,32.2
Ingegneria industriale e dell'informazione,1162.0,Sassari,Ingegneria industriale e dell'informazione,Laurea di primo livello,24,52.6
Ingegneria industriale e dell'informazione,1374.0,Siena,Ingegneria industriale e dell'informazione,Laurea di primo livello,58,53.8
Ingegneria industriale e dell'informazione,1075.0,Torino Politecnico,Ingegneria industriale e dell'informazione,Laurea di primo livello,2905,23.6
Ingegneria industriale e dell'informazione,1365.0,Trento,Ingegneria industriale e dell'informazione,Laurea di primo livello,241,38.0
Ingegneria industriale e dell'informazione,1202.0,Trieste,Ingegneria industriale e dell'informazione,Laurea di primo livello,218,25.5
Ingegneria industriale e dell'informazione,1583.0,Tuscia,Ingegneria industriale e dell'informazione,Laurea di primo livello,29,30.4
Ingegneria industriale e dell'informazione,1371.0,Udine,Ingegneria industriale e dell'informazione,Laurea di primo livello,142,33.6
Ingegneria industriale e dell'informazione,667.0,Venezia Ca’ Foscari,Ingegneria industriale e dell'informazione,Laurea di primo livello,24,33.3
Ingegneria industriale e dell'informazione,636.0,Verona,Ingegneria industriale e dell'informazione,Laurea di primo livello,30,35.0
Ingegneria industriale e dell'informazione,1896.0,eCampus - telematica,Ingegneria industriale e dell'informazione,Laurea di primo livello,1271,85.9
Ingegneria industriale e dell'informazione,1787.0,*,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,16625,93.6
Ingegneria industriale e dell'informazione,1751.0,Bari,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,12,66.7
Ingegneria industriale e dell'informazione,1674.0,Bari Politecnico,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,470,95.6
Ingegneria industriale e dell'informazione,1647.0,Basilicata,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,30,92.0
Ingegneria industriale e dell'informazione,1792.0,Bergamo,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,285,93.4
Ingegneria industriale e dell'informazione,1842.0,Bologna,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,1298,94.5
Ingegneria industriale e dell'informazione,2054.0,Bolzano,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,46,90.9
Ingegneria industriale e dell'informazione,1807.0,Brescia,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,312,92.0
Ingegneria industriale e dell'informazione,1639.0,Cagliari,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,77,80.7
Ingegneria industriale e dell'informazione,1675.0,Calabria,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,262,93.8
Ingegneria industriale e dell'informazione,1696.0,Campania Luigi Vanvitelli,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,80,96.7
Ingegneria industriale e dell'informazione,1773.0,Cassino e Lazio Meridionale,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,122,80.3
Ingegneria industriale e dell'informazione,1665.0,Catania,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,224,90.1
Ingegneria industriale e dell'informazione,1483.0,Catanzaro,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,28,87.5
Ingegneria industriale e dell'informazione,,Chieti e Pescara,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,4,
Ingegneria industriale e dell'informazione,1501.0,Enna Kore,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,8,80.0
Ingegneria industriale e dell'informazione,1692.0,Ferrara,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,92,95.2
Ingegneria industriale e dell'informazione,1764.0,Firenze,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,270,96.4
Ingegneria industriale e dell'informazione,1735.0,Genova,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,494,94.0
Ingegneria industriale e dell'informazione,1751.0,LIUC Carlo Cattaneo,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,98,90.9
Ingegneria industriale e dell'informazione,1809.0,L’Aquila,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,249,86.9
Ingegneria industriale e dell'informazione,1733.0,Marche Politecnica,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,261,92.7
Ingegneria industriale e dell'informazione,1546.0,Messina,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,40,88.5
Ingegneria industriale e dell'informazione,2090.0,Milano Bicocca,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,37,95.7
Ingegneria industriale e dell'informazione,1798.0,Modena e Reggio Emilia,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,716,95.5
Ingegneria industriale e dell'informazione,,Molise,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,4,
Ingegneria industriale e dell'informazione,1721.0,Napoli Federico II,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,1111,92.0
Ingegneria industriale e dell'informazione,1707.0,Napoli Parthenope,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,45,86.7
Ingegneria industriale e dell'informazione,1758.0,Padova,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,1599,94.5
Ingegneria industriale e dell'informazione,1667.0,Palermo,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,478,90.7
Ingegneria industriale e dell'informazione,1856.0,Parma,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,254,95.3
Ingegneria industriale e dell'informazione,1692.0,Pavia,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,181,92.5
Ingegneria industriale e dell'informazione,1712.0,Perugia,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,99,95.7
Ingegneria industriale e dell'informazione,1778.0,Pisa,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,555,94.3
Ingegneria industriale e dell'informazione,1573.0,Reggio Calabria Mediterranea,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,32,92.3
Ingegneria industriale e dell'informazione,1723.0,Roma Campus Bio-Medico,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,144,95.1
Ingegneria industriale e dell'informazione,1757.0,Roma Sapienza,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,1180,95.1
Ingegneria industriale e dell'informazione,1777.0,Roma Tor Vergata,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,248,93.8
Ingegneria industriale e dell'informazione,1791.0,Roma Tre,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,143,96.7
Ingegneria industriale e dell'informazione,1725.0,Salento,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,105,92.2
Ingegneria industriale e dell'informazione,1707.0,Salerno,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,326,89.6
Ingegneria industriale e dell'informazione,1663.0,Sannio,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,57,95.7
Ingegneria industriale e dell'informazione,1616.0,Siena,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,51,86.7
Ingegneria industriale e dell'informazione,1869.0,Torino,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,39,83.3
Ingegneria industriale e dell'informazione,1874.0,Torino Politecnico,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,3424,93.9
Ingegneria industriale e dell'informazione,1935.0,Trento,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,205,96.6
Ingegneria industriale e dell'informazione,1871.0,Trieste,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,231,95.9
Ingegneria industriale e dell'informazione,1526.0,Tuscia,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,14,100.0
Ingegneria industriale e dell'informazione,1896.0,Udine,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,140,97.9
Ingegneria industriale e dell'informazione,1209.0,Venezia Ca’ Foscari,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,11,75.0
Ingegneria industriale e dell'informazione,1658.0,Verona,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,46,100.0
Ingegneria industriale e dell'informazione,1909.0,eCampus - telematica,Ingegneria industriale e dell'informazione,Laurea magistrale biennale,388,92.7
Letterario-umanistico,1144.0,*,Letterario-umanistico,*,18172,50.0
Letterario-umanistico,951.0,Bari,Letterario-umanistico,*,644,38.3
Letterario-umanistico,1002.0,Basilicata,Letterario-umanistico,*,99,31.9
Letterario-umanistico,1282.0,Bergamo,Letterario-umanistico,*,231,60.7
Letterario-umanistico,1057.0,Bologna,Letterario-umanistico,*,2129,50.5
Letterario-umanistico,1114.0,Cagliari,Letterario-umanistico,*,193,39.1
Letterario-umanistico,944.0,Calabria,Letterario-umanistico,*,320,25.6
Letterario-umanistico,1117.0,Campania Luigi Vanvitelli,Letterario-umanistico,*,179,38.0
Letterario-umanistico,1197.0,Cassino e Lazio Meridionale,Letterario-umanistico,*,74,28.1
Letterario-umanistico,1080.0,Catania,Letterario-umanistico,*,397,38.3
Letterario-umanistico,1196.0,Chieti e Pescara,Letterario-umanistico,*,224,38.2
Letterario-umanistico,751.0,Enna Kore,Letterario-umanistico,*,29,10.0
Letterario-umanistico,1303.0,Ferrara,Letterario-umanistico,*,138,51.2
Letterario-umanistico,1169.0,Firenze,Letterario-umanistico,*,412,47.7
Letterario-umanistico,905.0,Foggia,Letterario-umanistico,*,120,31.1
Letterario-umanistico,1062.0,Genova,Letterario-umanistico,*,281,62.9
Letterario-umanistico,1157.0,Insubria,Letterario-umanistico,*,23,66.7
Letterario-umanistico,884.0,L’Aquila,Letterario-umanistico,*,74,41.5
Letterario-umanistico,1175.0,Macerata,Letterario-umanistico,*,226,43.2
Letterario-umanistico,1198.0,Messina,Letterario-umanistico,*,150,31.0
Letterario-umanistico,1178.0,Milano,Letterario-umanistico,*,1361,56.4
Letterario-umanistico,1180.0,Milano Vita-Salute S. Raffaele,Letterario-umanistico,*,56,52.5
Letterario-umanistico,1035.0,Modena e Reggio Emilia,Letterario-umanistico,*,37,54.2
Letterario-umanistico,779.0,Molise,Letterario-umanistico,*,34,33.3
Letterario-umanistico,1251.0,Napoli Benincasa,Letterario-umanistico,*,22,82.4
Letterario-umanistico,944.0,Napoli Federico II,Letterario-umanistico,*,1177,38.2
Letterario-umanistico,1210.0,Napoli L’Orientale,Letterario-umanistico,*,38,74.2
Letterario-umanistico,1146.0,Padova,Letterario-umanistico,*,701,52.3
Letterario-umanistico,1060.0,Palermo,Letterario-umanistico,*,431,29.2
Letterario-umanistico,1218.0,Parma,Letterario-umanistico,*,143,59.3
Letterario-umanistico,1163.0,Pavia,Letterario-umanistico,*,231,50.0
Letterario-umanistico,1154.0,Perugia,Letterario-umanistico,*,200,52.1
Letterario-umanistico,1106.0,Perugia Stranieri,Letterario-umanistico,*,63,55.3
Letterario-umanistico,1326.0,Piemonte Orientale,Letterario-umanistico,*,97,54.9
Letterario-umanistico,1144.0,Pisa,Letterario-umanistico,*,631,48.6
Letterario-umanistico,1087.0,Roma Sapienza,Letterario-umanistico,*,1349,48.4
Letterario-umanistico,1148.0,Roma Tor Vergata,Letterario-umanistico,*,157,56.3
Letterario-umanistico,1177.0,Roma Tre,Letterario-umanistico,*,330,59.1
Letterario-umanistico,1064.0,Salento,Letterario-umanistico,*,221,41.0
Letterario-umanistico,931.0,Salerno,Letterario-umanistico,*,446,34.5
Letterario-umanistico,1349.0,Sassari,Letterario-umanistico,*,122,53.4
Letterario-umanistico,1148.0,Siena,Letterario-umanistico,*,202,57.3
Letterario-umanistico,1167.0,Siena Stranieri,Letterario-umanistico,*,34,53.8
Letterario-umanistico,1145.0,Torino,Letterario-umanistico,*,790,55.5
Letterario-umanistico,1148.0,Trento,Letterario-umanistico,*,226,61.6
Letterario-umanistico,1331.0,Trieste,Letterario-umanistico,*,137,60.4
Letterario-umanistico,1321.0,Tuscia,Letterario-umanistico,*,111,47.4
Letterario-umanistico,1095.0,Udine,Letterario-umanistico,*,97,60.9
Letterario-umanistico,1253.0,Urbino Carlo Bo,Letterario-umanistico,*,128,40.3
Letterario-umanistico,1132.0,Venezia Ca’ Foscari,Letterario-umanistico,*,557,47.1
Letterario-umanistico,1259.0,Verona,Letterario-umanistico,*,196,65.1
Letterario-umanistico,1326.0,eCampus - telematica,Letterario-umanistico,*,1904,73.5
Letterario-umanistico,952.0,*,Letterario-umanistico,Laurea di primo livello,9862,33.7
Letterario-umanistico,715.0,Bari,Letterario-umanistico,Laurea di primo livello,395,27.2
Letterario-umanistico,837.0,Basilicata,Letterario-umanistico,Laurea di primo livello,69,23.8
Letterario-umanistico,1014.0,Bergamo,Letterario-umanistico,Laurea di primo livello,136,45.1
Letterario-umanistico,856.0,Bologna,Letterario-umanistico,Laurea di primo livello,1256,34.3
Letterario-umanistico,814.0,Cagliari,Letterario-umanistico,Laurea di primo livello,106,15.7
Letterario-umanistico,821.0,Calabria,Letterario-umanistico,Laurea di primo livello,186,18.0
Letterario-umanistico,1079.0,Campania Luigi Vanvitelli,Letterario-umanistico,Laurea di primo livello,108,22.4
Letterario-umanistico,957.0,Cassino e Lazio Meridionale,Letterario-umanistico,Laurea di primo livello,42,11.8
Letterario-umanistico,991.0,Catania,Letterario-umanistico,Laurea di primo livello,223,21.1
Letterario-umanistico,827.0,Chieti e Pescara,Letterario-umanistico,Laurea di primo livello,135,21.6
Letterario-umanistico,751.0,Enna Kore,Letterario-umanistico,Laurea di primo livello,29,10.0
Letterario-umanistico,1113.0,Ferrara,Letterario-umanistico,Laurea di primo livello,76,34.1
Letterario-umanistico,1031.0,Firenze,Letterario-umanistico,Laurea di primo livello,256,34.5
Letterario-umanistico,888.0,Foggia,Letterario-umanistico,Laurea di primo livello,69,27.9
Letterario-umanistico,920.0,Genova,Letterario-umanistico,Laurea di primo livello,171,48.1
Letterario-umanistico,1157.0,Insubria,Letterario-umanistico,Laurea di primo livello,23,66.7
Letterario-umanistico,846.0,L’Aquila,Letterario-umanistico,Laurea di primo livello,58,37.5
Letterario-umanistico,1133.0,Macerata,Letterario-umanistico,Laurea di primo livello,143,22.7
Letterario-umanistico,1326.0,Messina,Letterario-umanistico,Laurea di primo livello,82,18.2
Letterario-umanistico,974.0,Milano,Letterario-umanistico,Laurea di primo livello,811,42.9
Letterario-umanistico,886.0,Milano Vita-Salute S. Raffaele,Letterario-umanistico,Laurea di primo livello,24,38.9
Letterario-umanistico,995.0,Modena e Reggio Emilia,Letterario-umanistico,Laurea di primo livello,27,45.0
Letterario-umanistico,484.0,Molise,Letterario-umanistico,Laurea di primo livello,19,23.1
Letterario-umanistico,673.0,Napoli Federico II,Letterario-umanistico,Laurea di primo livello,680,20.4
Letterario-umanistico,898.0,Padova,Letterario-umanistico,Laurea di primo livello,347,38.7
Letterario-umanistico,712.0,Palermo,Letterario-umanistico,Laurea di primo livello,242,17.1
Letterario-umanistico,1054.0,Parma,Letterario-umanistico,Laurea di primo livello,82,41.3
Letterario-umanistico,902.0,Pavia,Letterario-umanistico,Laurea di primo livello,125,29.3
Letterario-umanistico,1042.0,Perugia,Letterario-umanistico,Laurea di primo livello,103,27.5
Letterario-umanistico,626.0,Perugia Stranieri,Letterario-umanistico,Laurea di primo livello,6,25.0
Letterario-umanistico,1167.0,Piemonte Orientale,Letterario-umanistico,Laurea di primo livello,71,41.7
Letterario-umanistico,1030.0,Pisa,Letterario-umanistico,Laurea di primo livello,358,34.7
Letterario-umanistico,869.0,Roma Sapienza,Letterario-umanistico,Laurea di primo livello,820,34.6
Letterario-umanistico,1098.0,Roma Tor Vergata,Letterario-umanistico,Laurea di primo livello,88,40.4
Letterario-umanistico,1024.0,Roma Tre,Letterario-umanistico,Laurea di primo livello,167,44.3
Letterario-umanistico,735.0,Salento,Letterario-umanistico,Laurea di primo livello,109,25.4
Letterario-umanistico,785.0,Salerno,Letterario-umanistico,Laurea di primo livello,266,18.1
Letterario-umanistico,1013.0,Sassari,Letterario-umanistico,Laurea di primo livello,53,37.5
Letterario-umanistico,745.0,Siena,Letterario-umanistico,Laurea di primo livello,79,34.8
Letterario-umanistico,990.0,Siena Stranieri,Letterario-umanistico,Laurea di primo livello,9,62.5
Letterario-umanistico,917.0,Torino,Letterario-umanistico,Laurea di primo livello,432,38.4
Letterario-umanistico,820.0,Trento,Letterario-umanistico,Laurea di primo livello,123,46.8
Letterario-umanistico,1023.0,Trieste,Letterario-umanistico,Laurea di primo livello,78,42.0
Letterario-umanistico,793.0,Tuscia,Letterario-umanistico,Laurea di primo livello,40,13.8
Letterario-umanistico,1016.0,Udine,Letterario-umanistico,Laurea di primo livello,68,54.8
Letterario-umanistico,860.0,Urbino Carlo Bo,Letterario-umanistico,Laurea di primo livello,83,23.9
Letterario-umanistico,991.0,Venezia Ca’ Foscari,Letterario-umanistico,Laurea di primo livello,401,36.4
Letterario-umanistico,1125.0,Verona,Letterario-umanistico,Laurea di primo livello,119,54.2
Letterario-umanistico,1321.0,eCampus - telematica,Letterario-umanistico,Laurea di primo livello,469,61.5
Letterario-umanistico,1362.0,*,Letterario-umanistico,Laurea magistrale a ciclo unico,81,80.7
Letterario-umanistico,1126.0,Bari,Letterario-umanistico,Laurea magistrale a ciclo unico,6,100.0
Letterario-umanistico,1188.0,Bologna,Letterario-umanistico,Laurea magistrale a ciclo unico,10,88.9
Letterario-umanistico,1626.0,Calabria,Letterario-umanistico,Laurea magistrale a ciclo unico,5,33.3
Letterario-umanistico,1334.0,Napoli Benincasa,Letterario-umanistico,Laurea magistrale a ciclo unico,9,85.7
Letterario-umanistico,,Palermo,Letterario-umanistico,Laurea magistrale a ciclo unico,4,
Letterario-umanistico,,Pavia,Letterario-umanistico,Laurea magistrale a ciclo unico,4,
Letterario-umanistico,1126.0,Roma Tor Vergata,Letterario-umanistico,Laurea magistrale a ciclo unico,5,100.0
Letterario-umanistico,1447.0,Torino,Letterario-umanistico,Laurea magistrale a ciclo unico,22,61.5
Letterario-umanistico,1456.0,Tuscia,Letterario-umanistico,Laurea magistrale a ciclo unico,12,90.9
Letterario-umanistico,,Urbino Carlo Bo,Letterario-umanistico,Laurea magistrale a ciclo unico,4,
Letterario-umanistico,1250.0,*,Letterario-umanistico,Laurea magistrale biennale,8229,68.3
Letterario-umanistico,1128.0,Bari,Letterario-umanistico,Laurea magistrale biennale,243,54.9
Letterario-umanistico,1126.0,Basilicata,Letterario-umanistico,Laurea magistrale biennale,30,44.4
Letterario-umanistico,1436.0,Bergamo,Letterario-umanistico,Laurea magistrale biennale,95,75.7
Letterario-umanistico,1171.0,Bologna,Letterario-umanistico,Laurea magistrale biennale,863,69.0
Letterario-umanistico,1201.0,Cagliari,Letterario-umanistico,Laurea magistrale biennale,87,67.2
Letterario-umanistico,1023.0,Calabria,Letterario-umanistico,Laurea magistrale biennale,129,37.8
Letterario-umanistico,1136.0,Campania Luigi Vanvitelli,Letterario-umanistico,Laurea magistrale biennale,71,59.5
Letterario-umanistico,1285.0,Cassino e Lazio Meridionale,Letterario-umanistico,Laurea magistrale biennale,32,52.2
Letterario-umanistico,1116.0,Catania,Letterario-umanistico,Laurea magistrale biennale,174,60.5
Letterario-umanistico,1370.0,Chieti e Pescara,Letterario-umanistico,Laurea magistrale biennale,89,59.6
Letterario-umanistico,1395.0,Ferrara,Letterario-umanistico,Laurea magistrale biennale,62,67.4
Letterario-umanistico,1284.0,Firenze,Letterario-umanistico,Laurea magistrale biennale,156,68.4
Letterario-umanistico,926.0,Foggia,Letterario-umanistico,Laurea magistrale biennale,51,35.5
Letterario-umanistico,1185.0,Genova,Letterario-umanistico,Laurea magistrale biennale,110,85.7
Letterario-umanistico,976.0,L’Aquila,Letterario-umanistico,Laurea magistrale biennale,16,55.6
Letterario-umanistico,1196.0,Macerata,Letterario-umanistico,Laurea magistrale biennale,83,82.4
Letterario-umanistico,1137.0,Messina,Letterario-umanistico,Laurea magistrale biennale,68,46.7
Letterario-umanistico,1336.0,Milano,Letterario-umanistico,Laurea magistrale biennale,550,74.6
Letterario-umanistico,1327.0,Milano Vita-Salute S. Raffaele,Letterario-umanistico,Laurea magistrale biennale,32,63.6
Letterario-umanistico,1126.0,Modena e Reggio Emilia,Letterario-umanistico,Laurea magistrale biennale,10,100.0
Letterario-umanistico,1001.0,Molise,Letterario-umanistico,Laurea magistrale biennale,15,50.0
Letterario-umanistico,1188.0,Napoli Benincasa,Letterario-umanistico,Laurea magistrale biennale,13,80.0
Letterario-umanistico,1061.0,Napoli Federico II,Letterario-umanistico,Laurea magistrale biennale,497,60.5
Letterario-umanistico,1210.0,Napoli L’Orientale,Letterario-umanistico,Laurea magistrale biennale,38,74.2
Letterario-umanistico,1286.0,Padova,Letterario-umanistico,Laurea magistrale biennale,354,64.9
Letterario-umanistico,1241.0,Palermo,Letterario-umanistico,Laurea magistrale biennale,185,45.9
Letterario-umanistico,1315.0,Parma,Letterario-umanistico,Laurea magistrale biennale,61,80.0
Letterario-umanistico,1278.0,Pavia,Letterario-umanistico,Laurea magistrale biennale,102,74.6
Letterario-umanistico,1186.0,Perugia,Letterario-umanistico,Laurea magistrale biennale,97,70.6
Letterario-umanistico,1126.0,Perugia Stranieri,Letterario-umanistico,Laurea magistrale biennale,57,58.1
Letterario-umanistico,1494.0,Piemonte Orientale,Letterario-umanistico,Laurea magistrale biennale,26,82.6
Letterario-umanistico,1224.0,Pisa,Letterario-umanistico,Laurea magistrale biennale,273,68.3
Letterario-umanistico,1241.0,Roma Sapienza,Letterario-umanistico,Laurea magistrale biennale,529,68.0
Letterario-umanistico,1186.0,Roma Tor Vergata,Letterario-umanistico,Laurea magistrale biennale,64,73.2
Letterario-umanistico,1265.0,Roma Tre,Letterario-umanistico,Laurea magistrale biennale,163,72.6
Letterario-umanistico,1193.0,Salento,Letterario-umanistico,Laurea magistrale biennale,112,54.9
Letterario-umanistico,1001.0,Salerno,Letterario-umanistico,Laurea magistrale biennale,180,60.7
Letterario-umanistico,1499.0,Sassari,Letterario-umanistico,Laurea magistrale biennale,69,65.9
Letterario-umanistico,1258.0,Siena,Letterario-umanistico,Laurea magistrale biennale,123,70.5
Letterario-umanistico,1264.0,Siena Stranieri,Letterario-umanistico,Laurea magistrale biennale,25,50.0
Letterario-umanistico,1265.0,Torino,Letterario-umanistico,Laurea magistrale biennale,336,75.3
Letterario-umanistico,1402.0,Trento,Letterario-umanistico,Laurea magistrale biennale,103,81.4
Letterario-umanistico,1515.0,Trieste,Letterario-umanistico,Laurea magistrale biennale,59,80.4
Letterario-umanistico,1356.0,Tuscia,Letterario-umanistico,Laurea magistrale biennale,59,61.1
Letterario-umanistico,1204.0,Udine,Letterario-umanistico,Laurea magistrale biennale,29,72.7
