Color_field,Retribuzione mensile netta,Ateneo,Gruppo disciplinare,Tipo di corso,Numero di laureati,Tasso di occupazione
Agrario-forestale e veterinario,1885.0,*,Agrario-forestale e veterinario,*,3271,94.3
Agrario-forestale e veterinario,1805.0,Bari,Agrario-forestale e veterinario,*,191,91.8
Agrario-forestale e veterinario,1648.0,Basilicata,Agrario-forestale e veterinario,*,33,100.0
Agrario-forestale e veterinario,1922.0,Bologna,Agrario-forestale e veterinario,*,387,94.8
Agrario-forestale e veterinario,2241.0,Bolzano,Agrario-forestale e veterinario,*,23,86.7
Agrario-forestale e veterinario,2495.0,Camerino,Agrario-forestale e veterinario,*,33,95.8
Agrario-forestale e veterinario,1540.0,Catania,Agrario-forestale e veterinario,*,100,87.0
Agrario-forestale e veterinario,,Catanzaro,Agrario-forestale e veterinario,*,1,
Agrario-forestale e veterinario,1640.0,Firenze,Agrario-forestale e veterinario,*,101,90.0
Agrario-forestale e veterinario,1612.0,Foggia,Agrario-forestale e veterinario,*,30,100.0
Agrario-forestale e veterinario,1640.0,Marche Politecnica,Agrario-forestale e veterinario,*,68,92.1
Agrario-forestale e veterinario,2300.0,Messina,Agrario-forestale e veterinario,*,40,100.0
Agrario-forestale e veterinario,2038.0,Milano,Agrario-forestale e veterinario,*,352,95.4
Agrario-forestale e veterinario,1829.0,Modena e Reggio Emilia,Agrario-forestale e veterinario,*,53,100.0
Agrario-forestale e veterinario,1563.0,Molise,Agrario-forestale e veterinario,*,42,92.3
Agrario-forestale e veterinario,1753.0,Napoli Federico II,Agrario-forestale e veterinario,*,268,88.2
Agrario-forestale e veterinario,1897.0,Padova,Agrario-forestale e veterinario,*,315,98.6
Agrario-forestale e veterinario,1501.0,Palermo,Agrario-forestale e veterinario,*,80,92.1
Agrario-forestale e veterinario,2066.0,Parma,Agrario-forestale e veterinario,*,145,98.6
Agrario-forestale e veterinario,2074.0,Perugia,Agrario-forestale e veterinario,*,131,97.1
Agrario-forestale e veterinario,1874.0,Pisa,Agrario-forestale e veterinario,*,138,97.6
Agrario-forestale e veterinario,1509.0,Reggio Calabria Mediterranea,Agrario-forestale e veterinario,*,52,83.9
Agrario-forestale e veterinario,,Roma Sapienza,Agrario-forestale e veterinario,*,19,
Agrario-forestale e veterinario,1861.0,Sassari,Agrario-forestale e veterinario,*,77,92.7
Agrario-forestale e veterinario,2172.0,Teramo,Agrario-forestale e veterinario,*,77,89.8
Agrario-forestale e veterinario,1967.0,Torino,Agrario-forestale e veterinario,*,297,95.7
Agrario-forestale e veterinario,1696.0,Tuscia,Agrario-forestale e veterinario,*,92,90.7
Agrario-forestale e veterinario,1884.0,Udine,Agrario-forestale e veterinario,*,126,96.1
Agrario-forestale e veterinario,2248.0,*,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,791,95.9
Agrario-forestale e veterinario,2009.0,Bari,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,54,93.5
Agrario-forestale e veterinario,2249.0,Bologna,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,88,98.3
Agrario-forestale e veterinario,2495.0,Camerino,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,33,95.8
Agrario-forestale e veterinario,,Catanzaro,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,1,
Agrario-forestale e veterinario,2300.0,Messina,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,40,100.0
Agrario-forestale e veterinario,2275.0,Milano,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,98,94.5
Agrario-forestale e veterinario,2123.0,Napoli Federico II,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,82,88.9
Agrario-forestale e veterinario,2408.0,Padova,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,52,96.2
Agrario-forestale e veterinario,2459.0,Parma,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,43,100.0
Agrario-forestale e veterinario,2335.0,Perugia,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,69,100.0
Agrario-forestale e veterinario,2010.0,Pisa,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,44,100.0
Agrario-forestale e veterinario,,Sassari,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,32,
Agrario-forestale e veterinario,2206.0,Teramo,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,62,92.9
Agrario-forestale e veterinario,2315.0,Torino,Agrario-forestale e veterinario,Laurea magistrale a ciclo unico,93,96.2
Agrario-forestale e veterinario,1762.0,*,Agrario-forestale e veterinario,Laurea magistrale biennale,2480,93.7
Agrario-forestale e veterinario,1707.0,Bari,Agrario-forestale e veterinario,Laurea magistrale biennale,137,90.9
Agrario-forestale e veterinario,1648.0,Basilicata,Agrario-forestale e veterinario,Laurea magistrale biennale,33,100.0
Agrario-forestale e veterinario,1808.0,Bologna,Agrario-forestale e veterinario,Laurea magistrale biennale,299,93.6
Agrario-forestale e veterinario,2241.0,Bolzano,Agrario-forestale e veterinario,Laurea magistrale biennale,23,86.7
Agrario-forestale e veterinario,1540.0,Catania,Agrario-forestale e veterinario,Laurea magistrale biennale,100,87.0
Agrario-forestale e veterinario,1640.0,Firenze,Agrario-forestale e veterinario,Laurea magistrale biennale,101,90.0
Agrario-forestale e veterinario,1612.0,Foggia,Agrario-forestale e veterinario,Laurea magistrale biennale,30,100.0
Agrario-forestale e veterinario,1640.0,Marche Politecnica,Agrario-forestale e veterinario,Laurea magistrale biennale,68,92.1
Agrario-forestale e veterinario,1944.0,Milano,Agrario-forestale e veterinario,Laurea magistrale biennale,254,95.7
Agrario-forestale e veterinario,1829.0,Modena e Reggio Emilia,Agrario-forestale e veterinario,Laurea magistrale biennale,53,100.0
Agrario-forestale e veterinario,1563.0,Molise,Agrario-forestale e veterinario,Laurea magistrale biennale,42,92.3
Agrario-forestale e veterinario,1587.0,Napoli Federico II,Agrario-forestale e veterinario,Laurea magistrale biennale,186,88.0
Agrario-forestale e veterinario,1795.0,Padova,Agrario-forestale e veterinario,Laurea magistrale biennale,263,99.2
Agrario-forestale e veterinario,1501.0,Palermo,Agrario-forestale e veterinario,Laurea magistrale biennale,80,92.1
Agrario-forestale e veterinario,1883.0,Parma,Agrario-forestale e veterinario,Laurea magistrale biennale,102,97.9
Agrario-forestale e veterinario,1843.0,Perugia,Agrario-forestale e veterinario,Laurea magistrale biennale,62,94.7
Agrario-forestale e veterinario,1811.0,Pisa,Agrario-forestale e veterinario,Laurea magistrale biennale,94,96.5
Agrario-forestale e veterinario,1509.0,Reggio Calabria Mediterranea,Agrario-forestale e veterinario,Laurea magistrale biennale,52,83.9
Agrario-forestale e veterinario,1598.0,Roma Sapienza,Agrario-forestale e veterinario,Laurea magistrale biennale,19,100.0
Agrario-forestale e veterinario,1691.0,Sassari,Agrario-forestale e veterinario,Laurea magistrale biennale,45,90.5
Agrario-forestale e veterinario,1926.0,Teramo,Agrario-forestale e veterinario,Laurea magistrale biennale,15,71.4
Agrario-forestale e veterinario,1797.0,Torino,Agrario-forestale e veterinario,Laurea magistrale biennale,204,95.5
Agrario-forestale e veterinario,1696.0,Tuscia,Agrario-forestale e veterinario,Laurea magistrale biennale,92,90.7
Agrario-forestale e veterinario,1884.0,Udine,Agrario-forestale e veterinario,Laurea magistrale biennale,126,96.1
Architettura e ingegneria civile,1988.0,*,Architettura e ingegneria civile,*,7927,96.8
Architettura e ingegneria civile,1909.0,Bari Politecnico,Architettura e ingegneria civile,*,358,97.8
Architettura e ingegneria civile,1969.0,Basilicata,Architettura e ingegneria civile,*,66,94.1
Architettura e ingegneria civile,2126.0,Bergamo,Architettura e ingegneria civile,*,14,100.0
Architettura e ingegneria civile,2044.0,Bologna,Architettura e ingegneria civile,*,441,98.7
Architettura e ingegneria civile,2188.0,Brescia,Architettura e ingegneria civile,*,108,100.0
Architettura e ingegneria civile,1907.0,Cagliari,Architettura e ingegneria civile,*,104,98.6
Architettura e ingegneria civile,1868.0,Calabria,Architettura e ingegneria civile,*,167,98.9
Architettura e ingegneria civile,1969.0,Camerino,Architettura e ingegneria civile,*,62,90.3
Architettura e ingegneria civile,1783.0,Campania Luigi Vanvitelli,Architettura e ingegneria civile,*,186,91.4
Architettura e ingegneria civile,1876.0,Cassino e Lazio Meridionale,Architettura e ingegneria civile,*,36,85.0
Architettura e ingegneria civile,1785.0,Catania,Architettura e ingegneria civile,*,246,99.2
Architettura e ingegneria civile,1889.0,Chieti e Pescara,Architettura e ingegneria civile,*,239,93.6
Architettura e ingegneria civile,1959.0,Enna Kore,Architettura e ingegneria civile,*,58,96.9
Architettura e ingegneria civile,1952.0,Ferrara,Architettura e ingegneria civile,*,159,100.0
Architettura e ingegneria civile,1978.0,Firenze,Architettura e ingegneria civile,*,465,97.3
Architettura e ingegneria civile,1813.0,Genova,Architettura e ingegneria civile,*,237,96.5
Architettura e ingegneria civile,2485.0,Insubria,Architettura e ingegneria civile,*,6,100.0
Architettura e ingegneria civile,2138.0,L’Aquila,Architettura e ingegneria civile,*,91,96.6
Architettura e ingegneria civile,2087.0,Marche Politecnica,Architettura e ingegneria civile,*,137,100.0
Architettura e ingegneria civile,1831.0,Messina,Architettura e ingegneria civile,*,31,100.0
Architettura e ingegneria civile,2055.0,Modena e Reggio Emilia,Architettura e ingegneria civile,*,45,100.0
Architettura e ingegneria civile,1917.0,Molise,Architettura e ingegneria civile,*,10,100.0
Architettura e ingegneria civile,1892.0,Napoli Federico II,Architettura e ingegneria civile,*,523,94.6
Architettura e ingegneria civile,1876.0,Napoli Parthenope,Architettura e ingegneria civile,*,19,100.0
Architettura e ingegneria civile,2130.0,Padova,Architettura e ingegneria civile,*,197,98.1
Architettura e ingegneria civile,1853.0,Palermo,Architettura e ingegneria civile,*,300,98.0
Architettura e ingegneria civile,2099.0,Parma,Architettura e ingegneria civile,*,130,100.0
Architettura e ingegneria civile,2284.0,Pavia,Architettura e ingegneria civile,*,121,98.6
Architettura e ingegneria civile,1909.0,Perugia,Architettura e ingegneria civile,*,83,100.0
Architettura e ingegneria civile,2040.0,Pisa,Architettura e ingegneria civile,*,147,95.7
Architettura e ingegneria civile,1874.0,Reggio Calabria Mediterranea,Architettura e ingegneria civile,*,160,90.9
Architettura e ingegneria civile,2058.0,Roma Sapienza,Architettura e ingegneria civile,*,765,95.8
Architettura e ingegneria civile,1999.0,Roma Tor Vergata,Architettura e ingegneria civile,*,111,97.1
Architettura e ingegneria civile,2045.0,Roma Tre,Architettura e ingegneria civile,*,246,94.7
Architettura e ingegneria civile,1863.0,Salento,Architettura e ingegneria civile,*,24,100.0
Architettura e ingegneria civile,2081.0,Salerno,Architettura e ingegneria civile,*,150,97.8
Architettura e ingegneria civile,1987.0,Sannio,Architettura e ingegneria civile,*,32,95.0
Architettura e ingegneria civile,1746.0,Sassari,Architettura e ingegneria civile,*,52,95.0
Architettura e ingegneria civile,2036.0,Torino Politecnico,Architettura e ingegneria civile,*,792,96.2
Architettura e ingegneria civile,2257.0,Trento,Architettura e ingegneria civile,*,165,98.0
Architettura e ingegneria civile,2028.0,Trieste,Architettura e ingegneria civile,*,85,98.0
Architettura e ingegneria civile,2059.0,Udine,Architettura e ingegneria civile,*,80,97.7
Architettura e ingegneria civile,1976.0,Venezia IUAV,Architettura e ingegneria civile,*,399,97.9
Architettura e ingegneria civile,2108.0,eCampus - telematica,Architettura e ingegneria civile,*,80,95.3
Architettura e ingegneria civile,1900.0,*,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,2734,95.9
Architettura e ingegneria civile,1841.0,Bari Politecnico,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,148,95.9
Architettura e ingegneria civile,1876.0,Basilicata,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,32,87.5
Architettura e ingegneria civile,1990.0,Bologna,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,161,98.9
Architettura e ingegneria civile,2254.0,Brescia,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,52,100.0
Architettura e ingegneria civile,,Cagliari,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,8,
Architettura e ingegneria civile,1762.0,Calabria,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,51,97.0
Architettura e ingegneria civile,1746.0,Campania Luigi Vanvitelli,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,109,87.9
Architettura e ingegneria civile,1761.0,Catania,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,180,100.0
Architettura e ingegneria civile,1842.0,Chieti e Pescara,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,184,91.9
Architettura e ingegneria civile,1994.0,Enna Kore,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,47,100.0
Architettura e ingegneria civile,1887.0,Ferrara,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,108,100.0
Architettura e ingegneria civile,1965.0,Firenze,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,203,96.7
Architettura e ingegneria civile,1684.0,Genova,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,88,97.9
Architettura e ingegneria civile,2124.0,L’Aquila,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,59,94.4
Architettura e ingegneria civile,2014.0,Marche Politecnica,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,42,100.0
Architettura e ingegneria civile,1752.0,Napoli Federico II,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,204,92.4
Architettura e ingegneria civile,1968.0,Padova,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,53,93.8
Architettura e ingegneria civile,1795.0,Palermo,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,197,98.0
Architettura e ingegneria civile,2065.0,Pavia,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,38,100.0
Architettura e ingegneria civile,1859.0,Perugia,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,47,100.0
Architettura e ingegneria civile,2036.0,Pisa,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,62,95.1
Architettura e ingegneria civile,1723.0,Reggio Calabria Mediterranea,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,88,90.2
Architettura e ingegneria civile,2059.0,Roma Sapienza,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,390,94.6
Architettura e ingegneria civile,1947.0,Roma Tor Vergata,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,31,95.5
Architettura e ingegneria civile,2014.0,Salerno,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,64,95.1
Architettura e ingegneria civile,,Sassari,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,3,
Architettura e ingegneria civile,2158.0,Trento,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,48,96.4
Architettura e ingegneria civile,1784.0,Trieste,Architettura e ingegneria civile,Laurea magistrale a ciclo unico,37,100.0
Architettura e ingegneria civile,2036.0,*,Architettura e ingegneria civile,Laurea magistrale biennale,5193,97.4
Architettura e ingegneria civile,1957.0,Bari Politecnico,Architettura e ingegneria civile,Laurea magistrale biennale,210,99.3
Architettura e ingegneria civile,2042.0,Basilicata,Architettura e ingegneria civile,Laurea magistrale biennale,34,100.0
Architettura e ingegneria civile,2126.0,Bergamo,Architettura e ingegneria civile,Laurea magistrale biennale,14,100.0
Architettura e ingegneria civile,2079.0,Bologna,Architettura e ingegneria civile,Laurea magistrale biennale,280,98.6
Architettura e ingegneria civile,2134.0,Brescia,Architettura e ingegneria civile,Laurea magistrale biennale,56,100.0
Architettura e ingegneria civile,1941.0,Cagliari,Architettura e ingegneria civile,Laurea magistrale biennale,96,98.5
Architettura e ingegneria civile,1928.0,Calabria,Architettura e ingegneria civile,Laurea magistrale biennale,116,100.0
Architettura e ingegneria civile,1969.0,Camerino,Architettura e ingegneria civile,Laurea magistrale biennale,62,90.3
Architettura e ingegneria civile,1839.0,Campania Luigi Vanvitelli,Architettura e ingegneria civile,Laurea magistrale biennale,77,97.1
Architettura e ingegneria civile,1876.0,Cassino e Lazio Meridionale,Architettura e ingegneria civile,Laurea magistrale biennale,36,85.0
Architettura e ingegneria civile,1868.0,Catania,Architettura e ingegneria civile,Laurea magistrale biennale,66,96.7
Architettura e ingegneria civile,2060.0,Chieti e Pescara,Architettura e ingegneria civile,Laurea magistrale biennale,55,100.0
Architettura e ingegneria civile,1776.0,Enna Kore,Architettura e ingegneria civile,Laurea magistrale biennale,11,83.3
Architettura e ingegneria civile,2095.0,Ferrara,Architettura e ingegneria civile,Laurea magistrale biennale,51,100.0
Architettura e ingegneria civile,1986.0,Firenze,Architettura e ingegneria civile,Laurea magistrale biennale,262,97.7
Architettura e ingegneria civile,1910.0,Genova,Architettura e ingegneria civile,Laurea magistrale biennale,149,95.5
Architettura e ingegneria civile,2485.0,Insubria,Architettura e ingegneria civile,Laurea magistrale biennale,6,100.0
Architettura e ingegneria civile,2160.0,L’Aquila,Architettura e ingegneria civile,Laurea magistrale biennale,32,100.0
Architettura e ingegneria civile,2131.0,Marche Politecnica,Architettura e ingegneria civile,Laurea magistrale biennale,95,100.0
Architettura e ingegneria civile,1831.0,Messina,Architettura e ingegneria civile,Laurea magistrale biennale,31,100.0
Architettura e ingegneria civile,2055.0,Modena e Reggio Emilia,Architettura e ingegneria civile,Laurea magistrale biennale,45,100.0
Architettura e ingegneria civile,1917.0,Molise,Architettura e ingegneria civile,Laurea magistrale biennale,10,100.0
Architettura e ingegneria civile,1983.0,Napoli Federico II,Architettura e ingegneria civile,Laurea magistrale biennale,319,96.1
Architettura e ingegneria civile,1876.0,Napoli Parthenope,Architettura e ingegneria civile,Laurea magistrale biennale,19,100.0
Architettura e ingegneria civile,2197.0,Padova,Architettura e ingegneria civile,Laurea magistrale biennale,144,100.0
Architettura e ingegneria civile,1975.0,Palermo,Architettura e ingegneria civile,Laurea magistrale biennale,103,97.9
Architettura e ingegneria civile,2099.0,Parma,Architettura e ingegneria civile,Laurea magistrale biennale,130,100.0
Architettura e ingegneria civile,2344.0,Pavia,Architettura e ingegneria civile,Laurea magistrale biennale,83,98.2
Architettura e ingegneria civile,1964.0,Perugia,Architettura e ingegneria civile,Laurea magistrale biennale,36,100.0
Architettura e ingegneria civile,2043.0,Pisa,Architettura e ingegneria civile,Laurea magistrale biennale,85,96.1
Architettura e ingegneria civile,2043.0,Reggio Calabria Mediterranea,Architettura e ingegneria civile,Laurea magistrale biennale,72,91.7
Architettura e ingegneria civile,2058.0,Roma Sapienza,Architettura e ingegneria civile,Laurea magistrale biennale,375,96.9
Architettura e ingegneria civile,2023.0,Roma Tor Vergata,Architettura e ingegneria civile,Laurea magistrale biennale,80,97.9
Architettura e ingegneria civile,2045.0,Roma Tre,Architettura e ingegneria civile,Laurea magistrale biennale,246,94.7
Architettura e ingegneria civile,1863.0,Salento,Architettura e ingegneria civile,Laurea magistrale biennale,24,100.0
Architettura e ingegneria civile,2133.0,Salerno,Architettura e ingegneria civile,Laurea magistrale biennale,86,100.0
Architettura e ingegneria civile,1987.0,Sannio,Architettura e ingegneria civile,Laurea magistrale biennale,32,95.0
Architettura e ingegneria civile,1719.0,Sassari,Architettura e ingegneria civile,Laurea magistrale biennale,49,94.4
Architettura e ingegneria civile,2036.0,Torino Politecnico,Architettura e ingegneria civile,Laurea magistrale biennale,792,96.2
Architettura e ingegneria civile,2296.0,Trento,Architettura e ingegneria civile,Laurea magistrale biennale,117,98.6
Architettura e ingegneria civile,2201.0,Trieste,Architettura e ingegneria civile,Laurea magistrale biennale,48,96.7
Architettura e ingegneria civile,2059.0,Udine,Architettura e ingegneria civile,Laurea magistrale biennale,80,97.7
Architettura e ingegneria civile,1976.0,Venezia IUAV,Architettura e ingegneria civile,Laurea magistrale biennale,399,97.9
Architettura e ingegneria civile,2108.0,eCampus - telematica,Architettura e ingegneria civile,Laurea magistrale biennale,80,95.3
Arte e design,1563.0,*,Arte e design,*,2575,88.5
Arte e design,1473.0,Bari,Arte e design,*,43,85.7
Arte e design,1834.0,Bari Politecnico,Arte e design,*,13,85.7
Arte e design,,Basilicata,Arte e design,*,3,
Arte e design,1480.0,Bologna,Arte e design,*,462,84.5
Arte e design,1411.0,Bolzano,Arte e design,*,21,88.9
Arte e design,1360.0,Cagliari,Arte e design,*,27,91.7
Arte e design,1348.0,Calabria,Arte e design,*,27,100.0
Arte e design,2001.0,Camerino,Arte e design,*,13,100.0
Arte e design,1278.0,Campania Luigi Vanvitelli,Arte e design,*,59,79.3
Arte e design,1297.0,Catania,Arte e design,*,37,88.9
Arte e design,1526.0,Chieti e Pescara,Arte e design,*,14,83.3
Arte e design,1709.0,Ferrara,Arte e design,*,11,100.0
Arte e design,1676.0,Firenze,Arte e design,*,176,93.6
Arte e design,1779.0,Genova,Arte e design,*,98,88.2
Arte e design,1126.0,L’Aquila,Arte e design,*,8,50.0
Arte e design,1334.0,Macerata,Arte e design,*,20,85.7
Arte e design,1188.0,Messina,Arte e design,*,6,80.0
Arte e design,1608.0,Milano,Arte e design,*,102,98.3
Arte e design,1827.0,Milano IULM,Arte e design,*,149,94.7
Arte e design,1501.0,Molise,Arte e design,*,10,66.7
Arte e design,1401.0,Napoli Benincasa,Arte e design,*,15,90.9
Arte e design,1626.0,Napoli Federico II,Arte e design,*,20,100.0
Arte e design,1429.0,Padova,Arte e design,*,68,93.3
Arte e design,1570.0,Palermo,Arte e design,*,56,75.0
Arte e design,1421.0,Parma,Arte e design,*,24,100.0
Arte e design,1876.0,Pavia,Arte e design,*,43,90.0
Arte e design,1431.0,Perugia,Arte e design,*,18,75.0
Arte e design,1597.0,Pisa,Arte e design,*,54,100.0
Arte e design,1604.0,Roma Sapienza,Arte e design,*,345,88.7
Arte e design,1430.0,Roma Tor Vergata,Arte e design,*,45,87.0
Arte e design,1555.0,Roma Tre,Arte e design,*,90,80.4
Arte e design,1386.0,Salento,Arte e design,*,21,63.6
Arte e design,1484.0,Salerno,Arte e design,*,57,82.1
Arte e design,1487.0,Siena,Arte e design,*,19,90.0
Arte e design,1449.0,Torino,Arte e design,*,68,92.3
Arte e design,1626.0,Torino Politecnico,Arte e design,*,38,80.0
Arte e design,1676.0,Trento,Arte e design,*,14,83.3
Arte e design,,Trieste,Arte e design,*,1,
Arte e design,,Tuscia,Arte e design,*,2,
Arte e design,1576.0,Udine,Arte e design,*,18,100.0
Arte e design,1532.0,Urbino Carlo Bo,Arte e design,*,24,94.4
Arte e design,1406.0,Venezia Ca’ Foscari,Arte e design,*,78,90.0
Arte e design,1716.0,Venezia IUAV,Arte e design,*,114,89.8
Arte e design,1423.0,Verona,Arte e design,*,44,90.9
Arte e design,1563.0,*,Arte e design,Laurea magistrale biennale,2575,88.5
Arte e design,1473.0,Bari,Arte e design,Laurea magistrale biennale,43,85.7
Arte e design,1834.0,Bari Politecnico,Arte e design,Laurea magistrale biennale,13,85.7
Arte e design,,Basilicata,Arte e design,Laurea magistrale biennale,3,
Arte e design,1480.0,Bologna,Arte e design,Laurea magistrale biennale,462,84.5
Arte e design,1411.0,Bolzano,Arte e design,Laurea magistrale biennale,21,88.9
Arte e design,1360.0,Cagliari,Arte e design,Laurea magistrale biennale,27,91.7
Arte e design,1348.0,Calabria,Arte e design,Laurea magistrale biennale,27,100.0
Arte e design,2001.0,Camerino,Arte e design,Laurea magistrale biennale,13,100.0
Arte e design,1278.0,Campania Luigi Vanvitelli,Arte e design,Laurea magistrale biennale,59,79.3
Arte e design,1297.0,Catania,Arte e design,Laurea magistrale biennale,37,88.9
Arte e design,1526.0,Chieti e Pescara,Arte e design,Laurea magistrale biennale,14,83.3
Arte e design,1709.0,Ferrara,Arte e design,Laurea magistrale biennale,11,100.0
Arte e design,1676.0,Firenze,Arte e design,Laurea magistrale biennale,176,93.6
Arte e design,1779.0,Genova,Arte e design,Laurea magistrale biennale,98,88.2
Arte e design,1126.0,L’Aquila,Arte e design,Laurea magistrale biennale,8,50.0
Arte e design,1334.0,Macerata,Arte e design,Laurea magistrale biennale,20,85.7
Arte e design,1188.0,Messina,Arte e design,Laurea magistrale biennale,6,80.0
Arte e design,1608.0,Milano,Arte e design,Laurea magistrale biennale,102,98.3
Arte e design,1827.0,Milano IULM,Arte e design,Laurea magistrale biennale,149,94.7
Arte e design,1501.0,Molise,Arte e design,Laurea magistrale biennale,10,66.7
Arte e design,1401.0,Napoli Benincasa,Arte e design,Laurea magistrale biennale,15,90.9
Arte e design,1626.0,Napoli Federico II,Arte e design,Laurea magistrale biennale,20,100.0
Arte e design,1429.0,Padova,Arte e design,Laurea magistrale biennale,68,93.3
Arte e design,1570.0,Palermo,Arte e design,Laurea magistrale biennale,56,75.0
Arte e design,1421.0,Parma,Arte e design,Laurea magistrale biennale,24,100.0
Arte e design,1876.0,Pavia,Arte e design,Laurea magistrale biennale,43,90.0
Arte e design,1431.0,Perugia,Arte e design,Laurea magistrale biennale,18,75.0
Arte e design,1597.0,Pisa,Arte e design,Laurea magistrale biennale,54,100.0
Arte e design,1604.0,Roma Sapienza,Arte e design,Laurea magistrale biennale,345,88.7
Arte e design,1430.0,Roma Tor Vergata,Arte e design,Laurea magistrale biennale,45,87.0
Arte e design,1555.0,Roma Tre,Arte e design,Laurea magistrale biennale,90,80.4
Arte e design,1386.0,Salento,Arte e design,Laurea magistrale biennale,21,63.6
Arte e design,1484.0,Salerno,Arte e design,Laurea magistrale biennale,57,82.1
Arte e design,1487.0,Siena,Arte e design,Laurea magistrale biennale,19,90.0
Arte e design,1449.0,Torino,Arte e design,Laurea magistrale biennale,68,92.3
Arte e design,1626.0,Torino Politecnico,Arte e design,Laurea magistrale biennale,38,80.0
Arte e design,1676.0,Trento,Arte e design,Laurea magistrale biennale,14,83.3
Arte e design,,Trieste,Arte e design,Laurea magistrale biennale,1,
Arte e design,,Tuscia,Arte e design,Laurea magistrale biennale,2,
Arte e design,1576.0,Udine,Arte e design,Laurea magistrale biennale,18,100.0
Arte e design,1532.0,Urbino Carlo Bo,Arte e design,Laurea magistrale biennale,24,94.4
Arte e design,1406.0,Venezia Ca’ Foscari,Arte e design,Laurea magistrale biennale,78,90.0
Arte e design,1716.0,Venezia IUAV,Arte e design,Laurea magistrale biennale,114,89.8
Arte e design,1423.0,Verona,Arte e design,Laurea magistrale biennale,44,90.9
Economico,2006.0,*,Economico,*,16534,96.3
Economico,1714.0,Bari,Economico,*,418,95.7
Economico,1826.0,Basilicata,Economico,*,25,100.0
Economico,2095.0,Bergamo,Economico,*,423,97.7
Economico,2146.0,Bologna,Economico,*,1023,97.5
Economico,2577.0,Bolzano,Economico,*,41,100.0
Economico,2193.0,Brescia,Economico,*,175,97.8
Economico,1881.0,Cagliari,Economico,*,133,95.8
Economico,1738.0,Calabria,Economico,*,222,92.6
Economico,1967.0,Campania Luigi Vanvitelli,Economico,*,244,90.0
Economico,1899.0,Cassino e Lazio Meridionale,Economico,*,124,95.3
Economico,1778.0,Catania,Economico,*,250,97.1
Economico,1751.0,Catanzaro,Economico,*,43,96.2
Economico,1804.0,Chieti e Pescara,Economico,*,239,92.7
Economico,1698.0,Enna Kore,Economico,*,34,95.5
Economico,2101.0,Ferrara,Economico,*,184,93.4
Economico,1990.0,Firenze,Economico,*,328,94.9
Economico,1811.0,Foggia,Economico,*,148,92.4
Economico,2054.0,Genova,Economico,*,178,95.5
Economico,2009.0,Giustino Fortunato - telematica,Economico,*,70,92.1
Economico,2235.0,Insubria,Economico,*,104,98.1
Economico,2202.0,LIUC Carlo Cattaneo,Economico,*,361,97.4
Economico,1952.0,LUM Giuseppe Degennaro,Economico,*,103,95.1
Economico,1838.0,L’Aquila,Economico,*,62,95.3
Economico,1789.0,Macerata,Economico,*,74,87.5
Economico,1888.0,Marche Politecnica,Economico,*,330,96.9
Economico,1705.0,Messina,Economico,*,150,88.2
Economico,2203.0,Milano,Economico,*,216,99.0
Economico,2111.0,Milano Bicocca,Economico,*,511,96.8
