Color_field,Retribuzione mensile netta,Ateneo,Gruppo disciplinare,Tipo di corso,Numero di laureati,Tasso di occupazione
Politico-sociale e comunicazione,1717.0,Parma,Politico-sociale e comunicazione,Laurea magistrale biennale,87,97.4
Politico-sociale e comunicazione,1886.0,Pavia,Politico-sociale e comunicazione,Laurea magistrale biennale,126,91.1
Politico-sociale e comunicazione,1709.0,Perugia,Politico-sociale e comunicazione,Laurea magistrale biennale,143,85.5
Politico-sociale e comunicazione,1695.0,Perugia Stranieri,Politico-sociale e comunicazione,Laurea magistrale biennale,65,95.0
Politico-sociale e comunicazione,1426.0,Piemonte Orientale,Politico-sociale e comunicazione,Laurea magistrale biennale,10,100.0
Politico-sociale e comunicazione,1948.0,Pisa,Politico-sociale e comunicazione,Laurea magistrale biennale,204,97.1
Politico-sociale e comunicazione,1863.0,Roma LUMSA,Politico-sociale e comunicazione,Laurea magistrale biennale,121,90.0
Politico-sociale e comunicazione,1853.0,Roma Link,Politico-sociale e comunicazione,Laurea magistrale biennale,33,100.0
Politico-sociale e comunicazione,1714.0,Roma Sapienza,Politico-sociale e comunicazione,Laurea magistrale biennale,1054,90.1
Politico-sociale e comunicazione,1954.0,Roma Tor Vergata,Politico-sociale e comunicazione,Laurea magistrale biennale,73,86.8
Politico-sociale e comunicazione,1715.0,Roma Tre,Politico-sociale e comunicazione,Laurea magistrale biennale,226,92.6
Politico-sociale e comunicazione,1818.0,Roma UNINT,Politico-sociale e comunicazione,Laurea magistrale biennale,90,95.7
Politico-sociale e comunicazione,1602.0,Salento,Politico-sociale e comunicazione,Laurea magistrale biennale,57,80.8
Politico-sociale e comunicazione,1602.0,Salerno,Politico-sociale e comunicazione,Laurea magistrale biennale,150,90.8
Politico-sociale e comunicazione,1776.0,Sassari,Politico-sociale e comunicazione,Laurea magistrale biennale,32,83.3
Politico-sociale e comunicazione,1860.0,Siena,Politico-sociale e comunicazione,Laurea magistrale biennale,201,99.1
Politico-sociale e comunicazione,1882.0,Teramo,Politico-sociale e comunicazione,Laurea magistrale biennale,89,93.0
Politico-sociale e comunicazione,1901.0,Torino,Politico-sociale e comunicazione,Laurea magistrale biennale,865,92.7
Politico-sociale e comunicazione,2076.0,Trento,Politico-sociale e comunicazione,Laurea magistrale biennale,122,87.9
Politico-sociale e comunicazione,1845.0,Trieste,Politico-sociale e comunicazione,Laurea magistrale biennale,63,94.9
Politico-sociale e comunicazione,1719.0,Tuscia,Politico-sociale e comunicazione,Laurea magistrale biennale,48,88.0
Politico-sociale e comunicazione,1773.0,Udine,Politico-sociale e comunicazione,Laurea magistrale biennale,50,96.0
Politico-sociale e comunicazione,1664.0,Urbino Carlo Bo,Politico-sociale e comunicazione,Laurea magistrale biennale,53,80.0
Politico-sociale e comunicazione,1837.0,Venezia Ca’ Foscari,Politico-sociale e comunicazione,Laurea magistrale biennale,219,90.7
Politico-sociale e comunicazione,1613.0,Verona,Politico-sociale e comunicazione,Laurea magistrale biennale,134,92.2
Psicologico,1641.0,*,Psicologico,*,6173,93.6
Psicologico,1535.0,Bari,Psicologico,*,120,88.5
Psicologico,1764.0,Bergamo,Psicologico,*,183,91.7
Psicologico,1667.0,Bologna,Psicologico,*,199,90.7
Psicologico,1711.0,Cagliari,Psicologico,*,49,97.0
Psicologico,1563.0,Campania Luigi Vanvitelli,Psicologico,*,240,86.3
Psicologico,1488.0,Catania,Psicologico,*,98,90.9
Psicologico,1461.0,Chieti e Pescara,Psicologico,*,206,96.4
Psicologico,1561.0,Enna Kore,Psicologico,*,78,96.4
Psicologico,1550.0,Firenze,Psicologico,*,270,97.4
Psicologico,1694.0,Genova,Psicologico,*,70,100.0
Psicologico,,Giustino Fortunato - telematica,Psicologico,*,12,
Psicologico,1529.0,L’Aquila,Psicologico,*,142,90.3
Psicologico,1579.0,Messina,Psicologico,*,164,88.9
Psicologico,1783.0,Milano,Psicologico,*,42,90.5
Psicologico,1708.0,Milano Bicocca,Psicologico,*,493,95.8
Psicologico,2001.0,Milano Vita-Salute S. Raffaele,Psicologico,*,103,100.0
Psicologico,1735.0,Napoli Benincasa,Psicologico,*,108,86.0
Psicologico,1627.0,Napoli Federico II,Psicologico,*,111,92.3
Psicologico,1607.0,Padova,Psicologico,*,959,94.8
Psicologico,1547.0,Palermo,Psicologico,*,213,95.1
Psicologico,1637.0,Parma,Psicologico,*,141,95.8
Psicologico,1710.0,Pavia,Psicologico,*,115,95.2
Psicologico,1570.0,Perugia,Psicologico,*,46,94.7
Psicologico,1439.0,Pisa,Psicologico,*,57,91.9
Psicologico,1825.0,Roma Europea,Psicologico,*,40,96.4
Psicologico,1640.0,Roma LUMSA,Psicologico,*,187,89.6
Psicologico,1662.0,Roma Sapienza,Psicologico,*,590,97.1
Psicologico,1484.0,Salento,Psicologico,*,50,88.5
Psicologico,1635.0,Torino,Psicologico,*,569,93.8
Psicologico,1845.0,Trento,Psicologico,*,149,93.6
Psicologico,1604.0,Trieste,Psicologico,*,47,95.8
Psicologico,1762.0,Urbino Carlo Bo,Psicologico,*,86,94.6
Psicologico,,Valle d’Aosta,Psicologico,*,1,
Psicologico,1637.0,Verona,Psicologico,*,53,91.7
Psicologico,1775.0,eCampus - telematica,Psicologico,*,182,85.0
Psicologico,1641.0,*,Psicologico,Laurea magistrale biennale,6173,93.6
Psicologico,1535.0,Bari,Psicologico,Laurea magistrale biennale,120,88.5
Psicologico,1764.0,Bergamo,Psicologico,Laurea magistrale biennale,183,91.7
Psicologico,1667.0,Bologna,Psicologico,Laurea magistrale biennale,199,90.7
Psicologico,1711.0,Cagliari,Psicologico,Laurea magistrale biennale,49,97.0
Psicologico,1563.0,Campania Luigi Vanvitelli,Psicologico,Laurea magistrale biennale,240,86.3
Psicologico,1488.0,Catania,Psicologico,Laurea magistrale biennale,98,90.9
Psicologico,1461.0,Chieti e Pescara,Psicologico,Laurea magistrale biennale,206,96.4
Psicologico,1561.0,Enna Kore,Psicologico,Laurea magistrale biennale,78,96.4
Psicologico,1550.0,Firenze,Psicologico,Laurea magistrale biennale,270,97.4
Psicologico,1694.0,Genova,Psicologico,Laurea magistrale biennale,70,100.0
Psicologico,,Giustino Fortunato - telematica,Psicologico,Laurea magistrale biennale,12,
Psicologico,1529.0,L’Aquila,Psicologico,Laurea magistrale biennale,142,90.3
Psicologico,1579.0,Messina,Psicologico,Laurea magistrale biennale,164,88.9
Psicologico,1783.0,Milano,Psicologico,Laurea magistrale biennale,42,90.5
Psicologico,1708.0,Milano Bicocca,Psicologico,Laurea magistrale biennale,493,95.8
Psicologico,2001.0,Milano Vita-Salute S. Raffaele,Psicologico,Laurea magistrale biennale,103,100.0
Psicologico,1735.0,Napoli Benincasa,Psicologico,Laurea magistrale biennale,108,86.0
Psicologico,1627.0,Napoli Federico II,Psicologico,Laurea magistrale biennale,111,92.3
Psicologico,1607.0,Padova,Psicologico,Laurea magistrale biennale,959,94.8
Psicologico,1547.0,Palermo,Psicologico,Laurea magistrale biennale,213,95.1
Psicologico,1637.0,Parma,Psicologico,Laurea magistrale biennale,141,95.8
Psicologico,1710.0,Pavia,Psicologico,Laurea magistrale biennale,115,95.2
Psicologico,1570.0,Perugia,Psicologico,Laurea magistrale biennale,46,94.7
Psicologico,1439.0,Pisa,Psicologico,Laurea magistrale biennale,57,91.9
Psicologico,1825.0,Roma Europea,Psicologico,Laurea magistrale biennale,40,96.4
Psicologico,1640.0,Roma LUMSA,Psicologico,Laurea magistrale biennale,187,89.6
Psicologico,1662.0,Roma Sapienza,Psicologico,Laurea magistrale biennale,590,97.1
Psicologico,1484.0,Salento,Psicologico,Laurea magistrale biennale,50,88.5
Psicologico,1635.0,Torino,Psicologico,Laurea magistrale biennale,569,93.8
Psicologico,1845.0,Trento,Psicologico,Laurea magistrale biennale,149,93.6
Psicologico,1604.0,Trieste,Psicologico,Laurea magistrale biennale,47,95.8
Psicologico,1762.0,Urbino Carlo Bo,Psicologico,Laurea magistrale biennale,86,94.6
Psicologico,,Valle d’Aosta,Psicologico,Laurea magistrale biennale,1,
Psicologico,1637.0,Verona,Psicologico,Laurea magistrale biennale,53,91.7
Psicologico,1775.0,eCampus - telematica,Psicologico,Laurea magistrale biennale,182,85.0
Scientifico,1840.0,*,Scientifico,*,11674,93.2
Scientifico,1747.0,Bari,Scientifico,*,211,90.1
Scientifico,1751.0,Basilicata,Scientifico,*,23,66.7
Scientifico,1891.0,Bologna,Scientifico,*,939,93.8
Scientifico,1804.0,Brescia,Scientifico,*,20,87.5
Scientifico,1714.0,Cagliari,Scientifico,*,120,94.4
Scientifico,1568.0,Calabria,Scientifico,*,195,83.3
Scientifico,1705.0,Camerino,Scientifico,*,106,86.3
Scientifico,1587.0,Campania Luigi Vanvitelli,Scientifico,*,143,91.4
Scientifico,1654.0,Catania,Scientifico,*,265,90.7
Scientifico,,Catanzaro,Scientifico,*,3,
Scientifico,1709.0,Chieti e Pescara,Scientifico,*,20,90.0
Scientifico,1842.0,Ferrara,Scientifico,*,118,82.3
Scientifico,1788.0,Firenze,Scientifico,*,464,94.2
Scientifico,1487.0,Foggia,Scientifico,*,49,82.6
Scientifico,1813.0,Genova,Scientifico,*,196,95.7
Scientifico,1962.0,Insubria,Scientifico,*,71,97.3
Scientifico,1645.0,L’Aquila,Scientifico,*,129,90.5
Scientifico,1622.0,Marche Politecnica,Scientifico,*,143,92.6
Scientifico,1769.0,Messina,Scientifico,*,102,83.7
Scientifico,1982.0,Milano,Scientifico,*,888,96.7
Scientifico,1997.0,Milano Bicocca,Scientifico,*,523,96.0
Scientifico,1776.0,Milano Vita-Salute S. Raffaele,Scientifico,*,33,100.0
Scientifico,1869.0,Modena e Reggio Emilia,Scientifico,*,133,94.4
Scientifico,,Molise,Scientifico,*,10,
Scientifico,1732.0,Napoli Federico II,Scientifico,*,809,91.0
Scientifico,1751.0,Napoli Parthenope,Scientifico,*,38,95.7
Scientifico,2006.0,Padova,Scientifico,*,632,92.0
Scientifico,1627.0,Palermo,Scientifico,*,240,88.2
Scientifico,1718.0,Parma,Scientifico,*,314,95.2
Scientifico,1943.0,Pavia,Scientifico,*,431,91.9
Scientifico,1726.0,Perugia,Scientifico,*,232,97.7
Scientifico,1873.0,Piemonte Orientale,Scientifico,*,117,96.2
Scientifico,1953.0,Pisa,Scientifico,*,449,94.7
Scientifico,1767.0,Roma Campus Bio-Medico,Scientifico,*,74,82.1
Scientifico,1889.0,Roma Sapienza,Scientifico,*,908,92.8
Scientifico,1796.0,Roma Tor Vergata,Scientifico,*,286,95.7
Scientifico,1802.0,Roma Tre,Scientifico,*,116,94.4
Scientifico,1613.0,Salento,Scientifico,*,101,85.9
Scientifico,1645.0,Salerno,Scientifico,*,159,97.9
Scientifico,1572.0,Sannio,Scientifico,*,93,91.4
Scientifico,1610.0,Sassari,Scientifico,*,88,82.5
Scientifico,1706.0,Siena,Scientifico,*,188,96.0
Scientifico,1983.0,Teramo,Scientifico,*,17,87.5
Scientifico,1921.0,Torino,Scientifico,*,726,95.5
Scientifico,2007.0,Trento,Scientifico,*,148,91.7
Scientifico,1980.0,Trieste,Scientifico,*,257,97.9
Scientifico,1348.0,Tuscia,Scientifico,*,50,79.2
Scientifico,1883.0,Udine,Scientifico,*,35,94.7
Scientifico,1871.0,Urbino Carlo Bo,Scientifico,*,62,100.0
Scientifico,1719.0,Venezia Ca’ Foscari,Scientifico,*,74,86.5
Scientifico,1759.0,Verona,Scientifico,*,126,97.0
Scientifico,1840.0,*,Scientifico,Laurea magistrale biennale,11674,93.2
Scientifico,1747.0,Bari,Scientifico,Laurea magistrale biennale,211,90.1
Scientifico,1751.0,Basilicata,Scientifico,Laurea magistrale biennale,23,66.7
Scientifico,1891.0,Bologna,Scientifico,Laurea magistrale biennale,939,93.8
Scientifico,1804.0,Brescia,Scientifico,Laurea magistrale biennale,20,87.5
Scientifico,1714.0,Cagliari,Scientifico,Laurea magistrale biennale,120,94.4
Scientifico,1568.0,Calabria,Scientifico,Laurea magistrale biennale,195,83.3
Scientifico,1705.0,Camerino,Scientifico,Laurea magistrale biennale,106,86.3
Scientifico,1587.0,Campania Luigi Vanvitelli,Scientifico,Laurea magistrale biennale,143,91.4
Scientifico,1654.0,Catania,Scientifico,Laurea magistrale biennale,265,90.7
Scientifico,,Catanzaro,Scientifico,Laurea magistrale biennale,3,
Scientifico,1709.0,Chieti e Pescara,Scientifico,Laurea magistrale biennale,20,90.0
Scientifico,1842.0,Ferrara,Scientifico,Laurea magistrale biennale,118,82.3
Scientifico,1788.0,Firenze,Scientifico,Laurea magistrale biennale,464,94.2
Scientifico,1487.0,Foggia,Scientifico,Laurea magistrale biennale,49,82.6
Scientifico,1813.0,Genova,Scientifico,Laurea magistrale biennale,196,95.7
Scientifico,1962.0,Insubria,Scientifico,Laurea magistrale biennale,71,97.3
Scientifico,1645.0,L’Aquila,Scientifico,Laurea magistrale biennale,129,90.5
Scientifico,1622.0,Marche Politecnica,Scientifico,Laurea magistrale biennale,143,92.6
Scientifico,1769.0,Messina,Scientifico,Laurea magistrale biennale,102,83.7
Scientifico,1982.0,Milano,Scientifico,Laurea magistrale biennale,888,96.7
Scientifico,1997.0,Milano Bicocca,Scientifico,Laurea magistrale biennale,523,96.0
Scientifico,1776.0,Milano Vita-Salute S. Raffaele,Scientifico,Laurea magistrale biennale,33,100.0
Scientifico,1869.0,Modena e Reggio Emilia,Scientifico,Laurea magistrale biennale,133,94.4
Scientifico,,Molise,Scientifico,Laurea magistrale biennale,10,
Scientifico,1732.0,Napoli Federico II,Scientifico,Laurea magistrale biennale,809,91.0
Scientifico,1751.0,Napoli Parthenope,Scientifico,Laurea magistrale biennale,38,95.7
Scientifico,2006.0,Padova,Scientifico,Laurea magistrale biennale,632,92.0
Scientifico,1627.0,Palermo,Scientifico,Laurea magistrale biennale,240,88.2
Scientifico,1718.0,Parma,Scientifico,Laurea magistrale biennale,314,95.2
Scientifico,1943.0,Pavia,Scientifico,Laurea magistrale biennale,431,91.9
Scientifico,1726.0,Perugia,Scientifico,Laurea magistrale biennale,232,97.7
Scientifico,1873.0,Piemonte Orientale,Scientifico,Laurea magistrale biennale,117,96.2
Scientifico,1953.0,Pisa,Scientifico,Laurea magistrale biennale,449,94.7
Scientifico,1767.0,Roma Campus Bio-Medico,Scientifico,Laurea magistrale biennale,74,82.1
Scientifico,1889.0,Roma Sapienza,Scientifico,Laurea magistrale biennale,908,92.8
Scientifico,1796.0,Roma Tor Vergata,Scientifico,Laurea magistrale biennale,286,95.7
Scientifico,1802.0,Roma Tre,Scientifico,Laurea magistrale biennale,116,94.4
Scientifico,1613.0,Salento,Scientifico,Laurea magistrale biennale,101,85.9
Scientifico,1645.0,Salerno,Scientifico,Laurea magistrale biennale,159,97.9
Scientifico,1572.0,Sannio,Scientifico,Laurea magistrale biennale,93,91.4
Scientifico,1610.0,Sassari,Scientifico,Laurea magistrale biennale,88,82.5
Scientifico,1706.0,Siena,Scientifico,Laurea magistrale biennale,188,96.0
Scientifico,1983.0,Teramo,Scientifico,Laurea magistrale biennale,17,87.5
Scientifico,1921.0,Torino,Scientifico,Laurea magistrale biennale,726,95.5
Scientifico,2007.0,Trento,Scientifico,Laurea magistrale biennale,148,91.7
Scientifico,1980.0,Trieste,Scientifico,Laurea magistrale biennale,257,97.9
Scientifico,1348.0,Tuscia,Scientifico,Laurea magistrale biennale,50,79.2
Scientifico,1883.0,Udine,Scientifico,Laurea magistrale biennale,35,94.7
Scientifico,1871.0,Urbino Carlo Bo,Scientifico,Laurea magistrale biennale,62,100.0
Scientifico,1719.0,Venezia Ca’ Foscari,Scientifico,Laurea magistrale biennale,74,86.5
Scientifico,1759.0,Verona,Scientifico,Laurea magistrale biennale,126,97.0
Scienze motorie e sportive,1668.0,*,Scienze motorie e sportive,*,1113,94.6
Scienze motorie e sportive,1609.0,Bari,Scienze motorie e sportive,*,34,93.8
Scienze motorie e sportive,1858.0,Bologna,Scienze motorie e sportive,*,113,96.9
Scienze motorie e sportive,1547.0,Firenze,Scienze motorie e sportive,*,52,100.0
Scienze motorie e sportive,1459.0,Genova,Scienze motorie e sportive,*,23,100.0
Scienze motorie e sportive,1466.0,L’Aquila,Scienze motorie e sportive,*,25,92.3
Scienze motorie e sportive,1850.0,Milano,Scienze motorie e sportive,*,159,98.7
Scienze motorie e sportive,1567.0,Napoli Parthenope,Scienze motorie e sportive,*,80,97.0
Scienze motorie e sportive,1455.0,Palermo,Scienze motorie e sportive,*,39,84.6
Scienze motorie e sportive,1653.0,Pavia,Scienze motorie e sportive,*,20,90.0
Scienze motorie e sportive,1651.0,Perugia,Scienze motorie e sportive,*,20,91.7
Scienze motorie e sportive,1625.0,Roma Foro Italico,Scienze motorie e sportive,*,146,94.7
Scienze motorie e sportive,1794.0,Roma Tor Vergata,Scienze motorie e sportive,*,57,87.0
Scienze motorie e sportive,1633.0,Salerno,Scienze motorie e sportive,*,70,86.8
Scienze motorie e sportive,1597.0,Torino,Scienze motorie e sportive,*,71,93.1
Scienze motorie e sportive,1493.0,Udine,Scienze motorie e sportive,*,36,100.0
Scienze motorie e sportive,1630.0,Urbino Carlo Bo,Scienze motorie e sportive,*,122,92.4
Scienze motorie e sportive,1495.0,Verona,Scienze motorie e sportive,*,46,100.0
Scienze motorie e sportive,1668.0,*,Scienze motorie e sportive,Laurea magistrale biennale,1113,94.6
Scienze motorie e sportive,1609.0,Bari,Scienze motorie e sportive,Laurea magistrale biennale,34,93.8
Scienze motorie e sportive,1858.0,Bologna,Scienze motorie e sportive,Laurea magistrale biennale,113,96.9
Scienze motorie e sportive,1547.0,Firenze,Scienze motorie e sportive,Laurea magistrale biennale,52,100.0
Scienze motorie e sportive,1459.0,Genova,Scienze motorie e sportive,Laurea magistrale biennale,23,100.0
Scienze motorie e sportive,1466.0,L’Aquila,Scienze motorie e sportive,Laurea magistrale biennale,25,92.3
Scienze motorie e sportive,1850.0,Milano,Scienze motorie e sportive,Laurea magistrale biennale,159,98.7
Scienze motorie e sportive,1567.0,Napoli Parthenope,Scienze motorie e sportive,Laurea magistrale biennale,80,97.0
Scienze motorie e sportive,1455.0,Palermo,Scienze motorie e sportive,Laurea magistrale biennale,39,84.6
Scienze motorie e sportive,1653.0,Pavia,Scienze motorie e sportive,Laurea magistrale biennale,20,90.0
Scienze motorie e sportive,1651.0,Perugia,Scienze motorie e sportive,Laurea magistrale biennale,20,91.7
Scienze motorie e sportive,1625.0,Roma Foro Italico,Scienze motorie e sportive,Laurea magistrale biennale,146,94.7
Scienze motorie e sportive,1794.0,Roma Tor Vergata,Scienze motorie e sportive,Laurea magistrale biennale,57,87.0
Scienze motorie e sportive,1633.0,Salerno,Scienze motorie e sportive,Laurea magistrale biennale,70,86.8
Scienze motorie e sportive,1597.0,Torino,Scienze motorie e sportive,Laurea magistrale biennale,71,93.1
Scienze motorie e sportive,1493.0,Udine,Scienze motorie e sportive,Laurea magistrale biennale,36,100.0
Scienze motorie e sportive,1630.0,Urbino Carlo Bo,Scienze motorie e sportive,Laurea magistrale biennale,122,92.4
Scienze motorie e sportive,1495.0,Verona,Scienze motorie e sportive,Laurea magistrale biennale,46,100.0
